timestamp,ch0,ch1,r,g,b,lux,temp,isc_a,isc_c
06-Mar-2020 07:06:42,459.5,70.5,1040,967,533,189.308,23.5625,8.5,14.5
06-Mar-2020 07:11:39,464.5,71.5,1049.5,981.5,542.5,191.204,23.5234375,8.5,14.5
06-Mar-2020 07:16:37,469.5,72.5,1056,993,551,193.1,23.4765625,8.5,14.5
06-Mar-2020 07:21:35,470.5,73.5,1047.5,990.5,552.5,192.916,23.4140625,8.5,14.5
06-Mar-2020 07:26:32,483.5,77.5,1073.5,1020.5,570,196.86,23.359375,8.5,15
06-Mar-2020 07:31:30,495.5,81.5,1092,1048,587.5,200.284,23.34375,9,15.5
06-Mar-2020 07:36:28,509,85.5,1114,1079,607,204.488,23.3671875,9,16
06-Mar-2020 07:41:25,523,89.5,1137.5,1113,627.5,208.952,23.390625,9,16.5
06-Mar-2020 07:46:23,550,98.5,1182,1167.5,657,216.656,23.421875,9.5,18
06-Mar-2020 07:51:20,653,138.5,1352,1347,736.5,242.056,23.4453125,10.5,22
06-Mar-2020 07:58:47,634.5,128,1329,1337,740,239.828,23.4609375,10.5,21
06-Mar-2020 08:03:45,671.5,139.5,1404,1433.5,789,250.972,23.484375,11,21.5
06-Mar-2020 08:08:42,682.5,136.5,1403.5,1479.5,839,258.804,23.5,11.5,22.5
06-Mar-2020 08:13:40,682.5,136.5,1403.5,1479.5,839,258.804,23.5,11.5,22.5
06-Mar-2020 08:18:37,704,139.5,1457.5,1552,882.5,267.872,23.515625,11.5,23.5
06-Mar-2020 08:23:35,775,161.5,1593.5,1712,962.5,289.304,23.546875,12.5,26
06-Mar-2020 08:28:33,834,182,1698,1848.5,1033,305.552,23.578125,13.5,28.5
06-Mar-2020 08:33:31,933.5,219.5,1856,2072.5,1140.5,330.892,23.59375,15,32.5
06-Mar-2020 08:38:28,1117.5,283,2147,2449.5,1330,381.2024,23.609375,17.5,40
06-Mar-2020 08:43:26,1137,284,2180.5,2486,1359.5,391.0336,23.6015625,17.5,40
06-Mar-2020 08:48:23,956,216,1891.5,2123.5,1192,345.056,23.6171875,15.5,33
06-Mar-2020 08:53:21,871.5,185,1763,1960,1115,322.94,23.625,14.5,30
06-Mar-2020 08:58:19,833.5,171.5,1702,1889.5,1084,312.684,23.6484375,14,28
06-Mar-2020 09:03:16,893.5,189.5,1812.5,2026,1154.5,331.212,23.703125,15,30.5
06-Mar-2020 09:08:14,1045,234.5,2079.5,2371.5,1334.5,378.312,23.7421875,17,36
06-Mar-2020 09:13:11,1354.5,332.5,2600.5,3051.5,1691,470.26,23.78125,20.5,48
06-Mar-2020 09:18:08,1794.5,469,3369,4024,2198,599.5736,23.8203125,26.5,65
