timestamp,ch0,ch1,r,g,b,lux,temp,isc_a,isc_c
08-Mar-2020 12:44:19,5628,1241.5,8704.5,15847.5,11080,2052.544,19.421875,92.5,200
08-Mar-2020 12:49:18,4811.5,1056.5,7397,13541.5,9476,1758.204,19.3984375,79.5,170.5
08-Mar-2020 12:54:16,4461,972.5,6892.5,12580.5,8843.5,1635.08,19.40625,73.5,158
08-Mar-2020 12:59:15,3978.5,867,6113.5,11243,7905,1458.452,19.4140625,66,141
08-Mar-2020 13:04:14,4438.5,971.5,6851.5,12530.5,8813.5,1624.084,19.4609375,73.5,158
08-Mar-2020 13:13:46,4976.5,1094,7679,14014,9845,1817.604,19.46875,82,177
08-Mar-2020 13:18:44,4867.5,1069,7522,13709.5,9635,1778.524,19.4765625,80.5,173
08-Mar-2020 13:23:43,4261,933.5,6531.5,12015,8443.5,1558.536,19.484375,70.5,151.5
08-Mar-2020 13:28:41,3768.5,823,5773,10638.5,7486.5,1380.228,19.4765625,62.5,134
08-Mar-2020 13:33:40,3474.5,751,5361,9828.5,6970.5,1278.036,19.5,57.5,123.5
08-Mar-2020 13:38:38,2758,595,4217.5,7816.5,5536,1015.28,19.5234375,46,98
08-Mar-2020 13:43:36,2872,618.5,4397,8131.5,5770.5,1058.016,19.625,48,101.5
08-Mar-2020 13:48:35,2546,546,3914,7208,5110.5,939.536,19.6953125,42.5,90
08-Mar-2020 13:53:34,2494,536.5,3816,7062,5006.5,919.184,19.78125,41.5,88.5
08-Mar-2020 13:58:33,2543,550.5,3862,7181.5,5069.5,934.808,19.9140625,42.5,90
08-Mar-2020 14:03:31,2707,587.5,4155.5,7648,5396.5,994.04,20.0625,45,96
08-Mar-2020 14:08:30,2458.5,533,3757,6938,4885.5,903.188,20.1171875,41,87
08-Mar-2020 14:13:29,2366,513,3622,6686.5,4722.5,869.168,20.109375,39.5,84
08-Mar-2020 14:18:28,2169,470,3302,6133.5,4350.5,797,20.046875,36.5,77
08-Mar-2020 14:23:26,2277,490.5,3500.5,6426,4574,838.728,20.0625,38,81
08-Mar-2020 14:28:25,2198,476,3360.5,6190,4407,807.856,20.0234375,36.5,78
08-Mar-2020 14:33:24,2198.5,477,3360,6189,4413,807.412,20.015625,36.5,78
08-Mar-2020 14:38:23,2234.5,489,3378.5,6280.5,4464,817.684,19.953125,37.5,79.5
08-Mar-2020 14:43:22,2319,507.5,3527,6519.5,4649.5,848.6,19.9296875,38.5,83
08-Mar-2020 14:48:21,2048,446,3115,5758.5,4121.5,750.976,19.9453125,34.5,73
08-Mar-2020 14:53:20,1906,417,2882.5,5347.5,3817.5,697.552,19.859375,31.5,68
08-Mar-2020 14:58:19,1944.5,428,2946,5446.5,3885.5,709.828,19.8515625,32,69.5
08-Mar-2020 15:03:17,1853,412.5,2769,5184.5,3683.5,673.16,19.8046875,30.5,66.5
08-Mar-2020 15:08:16,1672,370,2517,4672.5,3335.5,608.96,19.7734375,28,60
08-Mar-2020 15:13:15,1592.5,352.5,2388.5,4447.5,3189.5,579.94,19.7265625,26.5,57
08-Mar-2020 15:22:52,1337,290,1996.5,3753.5,2745.5,491.08,19.703125,22.5,48
08-Mar-2020 15:27:51,1093.5,235,1623.5,3071,2269.5,403.18,19.6484375,18.5,39.5
08-Mar-2020 15:32:50,1085,237,1603.5,3043,2237,397.352,19.578125,18.5,39
08-Mar-2020 15:37:49,1114,246,1637.5,3107,2277,406.096,19.5703125,19,40
08-Mar-2020 15:42:48,937.5,205,1370.5,2622.5,1943.5,343.18,19.546875,16,34
08-Mar-2020 15:47:46,810,174.5,1181.5,2270,1704.5,298.352,19.5078125,14,29.5
08-Mar-2020 15:52:45,785.5,171.5,1143,2194,1648,287.724,19.4765625,14,28.5
08-Mar-2020 15:57:44,846,191,1232,2337.5,1731.5,305.456,19.4375,14.5,31
08-Mar-2020 16:02:42,930,216,1344.5,2543,1870.5,331.536,19.375,15.5,34.5
08-Mar-2020 16:07:41,822.5,192,1184,2244,1662,292.532,19.3125,14,30.5
08-Mar-2020 16:12:40,680,156,971,1863,1406.5,243.776,19.265625,11.5,25
08-Mar-2020 16:17:39,603.5,138,856.5,1650,1261.5,216.668,19.2109375,10.5,22.5
08-Mar-2020 16:22:38,504.5,114,709,1383,1073.5,182.084,19.140625,9,19
08-Mar-2020 16:27:37,407,91.5,572.5,1116.5,875.5,147.224,19.03125,7.5,15.5
08-Mar-2020 16:32:35,295,65.5,423.5,808.5,634,107.288,18.8828125,5.5,11
08-Mar-2020 16:37:34,214.5,48.5,317,578.5,451.5,77.396,18.3828125,4.5,8
08-Mar-2020 16:42:33,163,36.5,250.5,441,341.5,59.064,18.3828125,3.5,6.5
08-Mar-2020 16:47:32,115.5,25,194,315.5,237.5,42.46,18.4140625,2.5,4.5
08-Mar-2020 16:52:30,83.5,17,155.5,231.5,167.5,31.452,18.453125,2,3.5
08-Mar-2020 16:57:29,65.5,13,134.5,180.5,121.5,24.908,18.4609375,0.5,3
08-Mar-2020 17:02:28,50.5,10,118.5,139,83,19.22,18.515625,0.5,2.5
08-Mar-2020 17:07:27,42,8,111,115,60,16.208,18.515625,0.5,2
08-Mar-2020 17:12:26,36.5,7,105.5,101.5,46.5,14.052,18.5703125,0.5,2
08-Mar-2020 17:17:25,34.5,6.5,103.5,95,39.5,13.364,18.6015625,0.5,2
08-Mar-2020 17:22:24,33.5,6,102.5,92,36.5,13.196,18.6796875,0.5,2
08-Mar-2020 17:32:07,33,6,102,90.5,35,12.936,18.7265625,0.5,2
08-Mar-2020 17:37:06,0,0,0,0,0,0,0,0,0
08-Mar-2020 17:42:05,0,0,0,0,0,0,0,0,0
08-Mar-2020 17:47:04,0,0,0,0,0,0,0,0,0
08-Mar-2020 17:52:03,0,0,0,0,0,0,0,0,0
08-Mar-2020 17:57:01,0,0,0,0,0,0,0,0,0
08-Mar-2020 18:02:00,0,0,0,0,0,0,0,0,0
08-Mar-2020 18:06:59,0,0,0,0,0,0,0,0,0
08-Mar-2020 18:11:58,0,0,0,0,0,0,0,0,0
08-Mar-2020 18:16:57,0,0,0,0,0,0,0,0,0
08-Mar-2020 18:21:56,0,0,0,0,0,0,0,0,0
08-Mar-2020 18:26:55,0,0,0,0,0,0,0,0,0
08-Mar-2020 18:31:54,0,0,0,0,0,0,0,0,0
08-Mar-2020 18:36:53,0,0,0,0,0,0,0,0,0
08-Mar-2020 18:41:52,0,0,0,0,0,0,0,0,0
08-Mar-2020 18:46:50,0,0,0,0,0,0,0,0,0
08-Mar-2020 18:51:49,0,0,0,0,0,0,0,0,0
08-Mar-2020 18:56:48,0,0,0,0,0,0,0,0,0
08-Mar-2020 19:01:47,0,0,0,0,0,0,0,0,0
08-Mar-2020 19:06:46,0,0,0,0,0,0,0,0,0
08-Mar-2020 19:11:45,0,0,0,0,0,0,0,0,0
08-Mar-2020 19:16:44,0,0,0,0,0,0,0,0,0
08-Mar-2020 19:21:43,0,0,0,0,0,0,0,0,0
08-Mar-2020 19:26:42,0,0,0,0,0,0,0,0,0
08-Mar-2020 19:31:41,0,0,0,0,0,0,0,0,0
08-Mar-2020 19:41:28,0,0,0,0,0,0,0,0,0
08-Mar-2020 19:46:27,0,0,0,0,0,0,0,0,0
08-Mar-2020 19:51:26,0,0,0,0,0,0,0,0,0
08-Mar-2020 19:56:25,0,0,0,0,0,0,0,0,0
08-Mar-2020 20:01:24,0,0,0,0,0,0,0,0,0
08-Mar-2020 20:06:23,0,0,0,0,0,0,0,0,0
08-Mar-2020 20:11:22,0,0,0,0,0,0,0,0,0
08-Mar-2020 20:16:21,0,0,0,0,0,0,0,0,0
08-Mar-2020 20:21:20,0,0,0,0,0,0,0,0,0
08-Mar-2020 20:26:19,0,0,0,0,0,0,0,0,0
08-Mar-2020 20:31:18,0,0,0,0,0,0,0,0,0
08-Mar-2020 20:36:17,0,0,0,0,0,0,0,0,0
08-Mar-2020 20:41:16,0,0,0,0,0,0,0,0,0
08-Mar-2020 20:46:15,0,0,0,0,0,0,0,0,0
08-Mar-2020 20:51:14,0,0,0,0,0,0,0,0,0
08-Mar-2020 20:56:13,0,0,0,0,0,0,0,0,0
08-Mar-2020 21:01:11,0,0,0,0,0,0,0,0,0
08-Mar-2020 21:06:10,0,0,0,0,0,0,0,0,0
08-Mar-2020 21:11:09,0,0,0,0,0,0,0,0,0
08-Mar-2020 21:16:08,0,0,0,0,0,0,0,0,0
08-Mar-2020 21:21:07,0,0,0,0,0,0,0,0,0
07-Mar-2020 20:37:53,0,0,0,0,0,0,0,0,0
07-Mar-2020 20:42:52,0,0,0,0,0,0,0,0,0
07-Mar-2020 20:47:51,0,0,0,0,0,0,0,0,0
07-Mar-2020 20:52:50,0,0,0,0,0,0,0,0,0
07-Mar-2020 20:57:49,0,0,0,0,0,0,0,0,0
07-Mar-2020 21:02:48,0,0,0,0,0,0,0,0,0
07-Mar-2020 21:07:47,0,0,0,0,0,0,0,0,0
07-Mar-2020 21:12:46,0,0,0,0,0,0,0,0,0
07-Mar-2020 21:17:45,0,0,0,0,0,0,0,0,0
07-Mar-2020 21:22:44,0,0,0,0,0,0,0,0,0
07-Mar-2020 21:27:43,0,0,0,0,0,0,0,0,0
07-Mar-2020 21:32:42,0,0,0,0,0,0,0,0,0
07-Mar-2020 21:37:41,0,0,0,0,0,0,0,0,0
07-Mar-2020 21:42:40,0,0,0,0,0,0,0,0,0
07-Mar-2020 21:47:39,0,0,0,0,0,0,0,0,0
07-Mar-2020 21:52:38,0,0,0,0,0,0,0,0,0
07-Mar-2020 21:57:37,0,0,0,0,0,0,0,0,0
07-Mar-2020 22:02:36,0,0,0,0,0,0,0,0,0
07-Mar-2020 22:11:34,0,0,0,0,0,0,0,0,0
07-Mar-2020 22:16:33,0,0,0,0,0,0,0,0,0
07-Mar-2020 22:21:32,0,0,0,0,0,0,0,0,0
07-Mar-2020 22:26:32,0,0,0,0,0,0,0,0,0
07-Mar-2020 22:31:31,0,0,0,0,0,0,0,0,0
07-Mar-2020 22:36:30,0,0,0,0,0,0,0,0,0
07-Mar-2020 22:41:30,0,0,0,0,0,0,0,0,0
07-Mar-2020 22:46:30,0,0,0,0,0,0,0,0,0
07-Mar-2020 22:51:29,0,0,0,0,0,0,0,0,0
07-Mar-2020 22:56:28,0,0,0,0,0,0,0,0,0
07-Mar-2020 23:01:27,0,0,0,0,0,0,0,0,0
07-Mar-2020 23:06:26,0,0,0,0,0,0,0,0,0
07-Mar-2020 23:11:25,0,0,0,0,0,0,0,0,0
07-Mar-2020 23:16:25,0,0,0,0,0,0,0,0,0
07-Mar-2020 23:21:24,0,0,0,0,0,0,0,0,0
07-Mar-2020 23:26:23,0,0,0,0,0,0,0,0,0
07-Mar-2020 23:31:22,0,0,0,0,0,0,0,0,0
07-Mar-2020 23:36:21,0,0,0,0,0,0,0,0,0
07-Mar-2020 23:41:20,0,0,0,0,0,0,0,0,0
07-Mar-2020 23:46:19,0,0,0,0,0,0,0,0,0
07-Mar-2020 23:51:19,0,0,0,0,0,0,0,0,0
07-Mar-2020 23:56:18,0,0,0,0,0,0,0,0,0
08-Mar-2020 00:01:17,0,0,0,0,0,0,0,0,0
08-Mar-2020 00:06:16,0,0,0,0,0,0,0,0,0
08-Mar-2020 00:11:15,0,0,0,0,0,0,0,0,0
08-Mar-2020 00:20:19,0,0,0,0,0,0,0,0,0
08-Mar-2020 00:25:18,0,0,0,0,0,0,0,0,0
08-Mar-2020 00:30:17,0,0,0,0,0,0,0,0,0
08-Mar-2020 00:35:16,0,0,0,0,0,0,0,0,0
08-Mar-2020 00:40:16,0,0,0,0,0,0,0,0,0
08-Mar-2020 00:45:15,0,0,0,0,0,0,0,0,0
08-Mar-2020 00:50:14,0,0,0,0,0,0,0,0,0
08-Mar-2020 00:55:13,0,0,0,0,0,0,0,0,0
08-Mar-2020 01:00:13,0,0,0,0,0,0,0,0,0
08-Mar-2020 01:05:12,0,0,0,0,0,0,0,0,0
08-Mar-2020 01:10:11,0,0,0,0,0,0,0,0,0
08-Mar-2020 01:15:10,0,0,0,0,0,0,0,0,0
08-Mar-2020 01:20:09,0,0,0,0,0,0,0,0,0
08-Mar-2020 01:25:08,0,0,0,0,0,0,0,0,0
08-Mar-2020 01:30:07,0,0,0,0,0,0,0,0,0
08-Mar-2020 01:35:07,0,0,0,0,0,0,0,0,0
08-Mar-2020 01:40:06,0,0,0,0,0,0,0,0,0
08-Mar-2020 01:45:05,0,0,0,0,0,0,0,0,0
08-Mar-2020 01:50:05,0,0,0,0,0,0,0,0,0
08-Mar-2020 01:55:04,0,0,0,0,0,0,0,0,0
08-Mar-2020 02:00:03,0,0,0,0,0,0,0,0,0
08-Mar-2020 02:05:02,0,0,0,0,0,0,0,0,0
08-Mar-2020 02:10:02,0,0,0,0,0,0,0,0,0
08-Mar-2020 02:15:01,0,0,0,0,0,0,0,0,0
08-Mar-2020 02:20:00,0,0,0,0,0,0,0,0,0
08-Mar-2020 02:29:09,0,0,0,0,0,0,0,0,0
08-Mar-2020 02:34:08,0,0,0,0,0,0,0,0,0
08-Mar-2020 02:39:08,0,0,0,0,0,0,0,0,0
08-Mar-2020 02:44:07,0,0,0,0,0,0,0,0,0
08-Mar-2020 02:49:06,0,0,0,0,0,0,0,0,0
08-Mar-2020 02:54:05,0,0,0,0,0,0,0,0,0
08-Mar-2020 02:59:05,0,0,0,0,0,0,0,0,0
08-Mar-2020 03:04:04,0,0,0,0,0,0,0,0,0
08-Mar-2020 03:09:03,0,0,0,0,0,0,0,0,0
08-Mar-2020 03:14:03,0,0,0,0,0,0,0,0,0
08-Mar-2020 03:19:02,0,0,0,0,0,0,0,0,0
08-Mar-2020 03:24:01,0,0,0,0,0,0,0,0,0
08-Mar-2020 03:29:00,0,0,0,0,0,0,0,0,0
08-Mar-2020 03:33:59,0,0,0,0,0,0,0,0,0
08-Mar-2020 03:38:58,0,0,0,0,0,0,0,0,0
08-Mar-2020 03:43:57,0,0,0,0,0,0,0,0,0
08-Mar-2020 03:48:56,0,0,0,0,0,0,0,0,0
08-Mar-2020 03:53:55,0,0,0,0,0,0,0,0,0
08-Mar-2020 03:58:54,0,0,0,0,0,0,0,0,0
08-Mar-2020 04:03:54,0,0,0,0,0,0,0,0,0
08-Mar-2020 04:08:53,0,0,0,0,0,0,0,0,0
08-Mar-2020 04:13:52,0,0,0,0,0,0,0,0,0
08-Mar-2020 04:18:51,0,0,0,0,0,0,0,0,0
08-Mar-2020 04:23:50,0,0,0,0,0,0,0,0,0
08-Mar-2020 04:28:49,0,0,0,0,0,0,0,0,0
08-Mar-2020 04:38:02,0,0,0,0,0,0,0,0,0
08-Mar-2020 04:43:01,0,0,0,0,0,0,0,0,0
08-Mar-2020 04:48:00,0,0,0,0,0,0,0,0,0
08-Mar-2020 04:52:59,0,0,0,0,0,0,0,0,0
08-Mar-2020 04:57:58,0,0,0,0,0,0,0,0,0
08-Mar-2020 05:02:56,0,0,0,0,0,0,0,0,0
08-Mar-2020 05:07:55,0,0,0,0,0,0,0,0,0
08-Mar-2020 05:12:54,0,0,0,0,0,0,0,0,0
08-Mar-2020 05:17:53,0,0,0,0,0,0,0,0,0
08-Mar-2020 05:22:52,0,0,0,0,0,0,0,0,0
